CGAN_Generated_Thickness_0.1475_Score_37.2587
1.000000 0.000000
0.975046 0.006132
0.948495 0.011909
0.921500 0.017024
0.895060 0.021282
0.869162 0.024994
0.843107 0.029273
0.817162 0.035219
0.792524 0.042669
0.769456 0.050618
0.747098 0.058230
0.724512 0.065035
0.701254 0.070756
0.677370 0.075215
0.653147 0.078344
0.628873 0.080213
0.604717 0.081017
0.580716 0.081039
0.556829 0.080582
0.532997 0.079916
0.509185 0.079240
0.485390 0.078665
0.461645 0.078233
0.438007 0.077931
0.414551 0.077710
0.391364 0.077515
0.368536 0.077290
0.346161 0.076991
0.324322 0.076592
0.303093 0.076082
0.282525 0.075467
0.262645 0.074761
0.243449 0.073984
0.224901 0.073155
0.206931 0.072282
0.189435 0.071358
0.172286 0.070351
0.155336 0.069195
0.138445 0.067784
0.121501 0.065962
0.104468 0.063532
0.087433 0.060258
0.070670 0.055902
0.054669 0.050279
0.040123 0.043328
0.027818 0.035188
0.018445 0.026241
0.012366 0.017100
0.009434 0.008585
0.008843 0.002278
0.009543 -0.003859
0.012526 -0.012112
0.018547 -0.020947
0.027769 -0.029588
0.039882 -0.037470
0.054252 -0.044246
0.070139 -0.049793
0.086868 -0.054170
0.103938 -0.057548
0.121050 -0.060142
0.138078 -0.062158
0.155023 -0.063767
0.171961 -0.065096
0.189004 -0.066224
0.206273 -0.067196
0.223878 -0.068024
0.241910 -0.068704
0.260430 -0.069220
0.279473 -0.069551
0.299041 -0.069681
0.319108 -0.069601
0.339625 -0.069319
0.360520 -0.068853
0.381712 -0.068240
0.403118 -0.067526
0.424667 -0.066760
0.446311 -0.065979
0.468040 -0.065193
0.489886 -0.064366
0.511919 -0.063401
0.534229 -0.062146
0.556891 -0.060408
0.579920 -0.058004
0.603235 -0.054821
0.626662 -0.050878
0.649988 -0.046349
0.673079 -0.041546
0.696018 -0.036839
0.719162 -0.032571
0.743036 -0.028962
0.768000 -0.026047
0.793811 -0.023618
0.819490 -0.021204
0.844097 -0.018211
0.868212 -0.014356
0.893792 -0.010074
0.921374 -0.006208
0.948815 -0.003270
0.974267 -0.001259
1.000000 0.000000
