PRE_Top1_Terr_1.0_Clerr_0.4_Thick_0.1806_Cl_1.1732_Cd_0.01088
1.000000 0.000000
0.974120 0.008790
0.950132 0.017209
0.926452 0.025244
0.902668 0.032926
0.879073 0.040403
0.855921 0.047848
0.832981 0.055324
0.809719 0.062742
0.785781 0.069961
0.761225 0.076895
0.736377 0.083545
0.711596 0.089960
0.687126 0.096195
0.663062 0.102275
0.639379 0.108195
0.615981 0.113914
0.592744 0.119369
0.569550 0.124484
0.546310 0.129180
0.522968 0.133383
0.499513 0.137030
0.475967 0.140073
0.452384 0.142480
0.428843 0.144238
0.405434 0.145351
0.382253 0.145835
0.359392 0.145719
0.336935 0.145038
0.314949 0.143830
0.293483 0.142134
0.272561 0.139983
0.252187 0.137399
0.232336 0.134394
0.212961 0.130962
0.193995 0.127074
0.175356 0.122681
0.156955 0.117704
0.138720 0.112044
0.120612 0.105581
0.102667 0.098194
0.085029 0.089782
0.067989 0.080304
0.052000 0.069825
0.037647 0.058559
0.025554 0.046883
0.016244 0.035324
0.009972 0.024502
0.006599 0.015116
0.005516 0.008522
0.005605 0.002364
0.007574 -0.005547
0.012297 -0.013563
0.020103 -0.020934
0.030902 -0.027189
0.044278 -0.032101
0.059637 -0.035660
0.076355 -0.038014
0.093895 -0.039399
0.111864 -0.040071
0.130021 -0.040261
0.148251 -0.040150
0.166528 -0.039870
0.184884 -0.039500
0.203378 -0.039084
0.222081 -0.038636
0.241057 -0.038151
0.260364 -0.037610
0.280043 -0.036990
0.300121 -0.036264
0.320608 -0.035405
0.341503 -0.034391
0.362788 -0.033204
0.384437 -0.031829
0.406415 -0.030259
0.428680 -0.028495
0.451188 -0.026541
0.473896 -0.024412
0.496765 -0.022125
0.519766 -0.019706
0.542883 -0.017187
0.566116 -0.014603
0.589485 -0.011994
0.613033 -0.009403
0.636817 -0.006877
0.660907 -0.004463
0.685356 -0.002212
0.710169 -0.000180
0.735245 0.001572
0.760303 0.002980
0.784860 0.003976
0.808338 0.004517
0.830456 0.004627
0.851705 0.004424
0.873318 0.004085
0.896438 0.003738
0.921293 0.003368
0.947264 0.002819
0.973585 0.001821
1.000000 0.000000
