PRE_Score_-0.4072_Thickness_0.1178_Cl_0.5996_Cd_0.01084_Cm_-0.0686
1.000000 0.000000
0.973019 0.005424
0.946193 0.010550
0.919947 0.014994
0.894530 0.018748
0.870057 0.022112
0.846338 0.025451
0.822917 0.028964
0.799370 0.032647
0.775512 0.036407
0.751384 0.040164
0.727132 0.043877
0.702905 0.047534
0.678808 0.051132
0.654893 0.054660
0.631170 0.058100
0.607622 0.061424
0.584220 0.064597
0.560935 0.067585
0.537745 0.070351
0.514639 0.072867
0.491621 0.075107
0.468705 0.077052
0.445920 0.078693
0.423301 0.080025
0.400889 0.081052
0.378730 0.081781
0.356865 0.082223
0.335336 0.082394
0.314175 0.082308
0.293407 0.081979
0.273044 0.081419
0.253086 0.080634
0.233518 0.079622
0.214308 0.078373
0.195410 0.076862
0.176766 0.075048
0.158312 0.072871
0.139992 0.070251
0.121780 0.067086
0.103711 0.063259
0.085925 0.058655
0.068708 0.053181
0.052518 0.046812
0.037972 0.039627
0.025752 0.031852
0.016448 0.023856
0.010360 0.016129
0.007332 0.009260
0.006620 0.004349
0.007165 -0.000294
0.009897 -0.006332
0.015621 -0.012525
0.024573 -0.018280
0.036524 -0.023214
0.050912 -0.027136
0.067033 -0.030035
0.084216 -0.032032
0.101940 -0.033312
0.119865 -0.034077
0.137820 -0.034501
0.155755 -0.034722
0.173698 -0.034835
0.191715 -0.034899
0.209885 -0.034945
0.228284 -0.034980
0.246975 -0.035001
0.266004 -0.034996
0.285401 -0.034945
0.305180 -0.034830
0.325337 -0.034632
0.345859 -0.034334
0.366718 -0.033921
0.387881 -0.033384
0.409308 -0.032715
0.430958 -0.031913
0.452788 -0.030980
0.474760 -0.029923
0.496841 -0.028753
0.519005 -0.027482
0.541241 -0.026128
0.563545 -0.024709
0.585930 -0.023244
0.608416 -0.021750
0.631035 -0.020244
0.653820 -0.018739
0.676799 -0.017246
0.699987 -0.015772
0.723378 -0.014326
0.746950 -0.012922
0.770685 -0.011582
0.794614 -0.010334
0.818853 -0.009189
0.843579 -0.008101
0.868892 -0.006951
0.894678 -0.005587
0.920642 -0.003943
0.946588 -0.002156
0.972767 -0.000633
1.000000 0.000000
